BikeId;Rental Start Date;Rental End Date;Duration;Fare (in Cents);Starting Location;Ending Location;Rough Distance (KM)
1183;10.11.2021 12:51;10.11.2021 13:11;00:20:09;200;37.8740293,32.4895933;37.86444091796875,32.45362854003906;3.332121386
1151;10.11.2021 12:51;10.11.2021 13:53;01:01:40;200;37.9474047,32.5219715;37.949798583984375,32.513309478759766;0.804816667
1287;10.11.2021 12:42;10.11.2021 13:37;00:55:14;200;37.8667049,32.4245704;37.8997688293457,32.490108489990234;6.826398735
1198;10.11.2021 12:42;10.11.2021 13:36;00:53:55;200;37.8667167,32.4245917;37.89971923828125,32.490089416503906;6.819739064
1271;10.11.2021 09:56;10.11.2021 10:29;00:33:16;200;37.9460128,32.5015466;37.94596862792969,32.50170135498047;0.014431598
1271;10.11.2021 09:16;10.11.2021 09:18;00:02:29;50;37.9460161,32.5015876;37.94609069824219,32.50154113769531;0.009241473
1254;10.11.2021 08:40;10.11.2021 08:44;00:03:30;50;37.8774397,32.5126001;37.87070846557617,32.515018463134766;0.777996344
1261;10.11.2021 08:18;10.11.2021 08:30;00:11:55;200;37.88445234238062,32.45764597429595;37.877628326416016,32.48323059082031;2.370171979
1061;10.11.2021 08:17;10.11.2021 08:17;00:00:42;0;37.8846217413153,32.45728155890021;37.8844108581543,32.45758056640625;0.035191708
1143;9.11.2021 23:23;9.11.2021 23:31;00:08:14;50;37.8671746,32.4841537;37.865989685058594,32.488861083984375;0.433720416
1188;9.11.2021 22:27;9.11.2021 22:33;00:05:36;50;37.9114069,32.5012084;37.91123962402344,32.50101852416992;0.024968838
1077;9.11.2021 22:09;9.11.2021 22:31;00:21:39;200;37.9114042,32.5011317;37.91147994995117,32.501121520996094;0.008470214
1024;9.11.2021 22:05;9.11.2021 22:22;00:17:19;200;37.9114316,32.5011747;37.91128921508789,32.50104904174805;0.01929228
1137;9.11.2021 22:01;9.11.2021 22:07;00:06:00;50;37.9497024,32.5132606;37.94731140136719,32.52212905883789;0.821818152
1263;9.11.2021 21:52;9.11.2021 22:47;00:55:46;200;37.8667331,32.4246251;37.86663055419922,32.42454147338867;0.013561249
1254;9.11.2021 21:50;9.11.2021 21:54;00:03:47;50;37.8706724,32.5149993;37.87744140625,32.51266860961914;0.779984324
1263;9.11.2021 21:48;9.11.2021 21:49;00:00:32;0;37.8667333,32.4245904;37.86671829223633,32.42462158203125;0.003205807
1287;9.11.2021 21:42;9.11.2021 22:33;00:50:32;200;37.86683103753775,32.42460880474367;37.86674880981445,32.424461364746094;0.015846429
1198;9.11.2021 21:40;9.11.2021 22:31;00:51:21;200;37.86670169372785,32.42457965392198;37.866668701171875,32.424659729003906;0.0079289
1265;9.11.2021 21:11;9.11.2021 21:18;00:06:35;50;37.9791021,32.5171593;37.97903823852539,32.51715087890625;0.007139328
1151;9.11.2021 21:09;9.11.2021 21:56;00:47:24;200;37.94736254886034,32.52205214327591;37.947391510009766,32.522029876708984;0.003765984
1215;9.11.2021 21:08;9.11.2021 21:56;00:47:34;200;37.947391,32.5221099;37.94738006591797,32.522159576416016;0.004522404
1304;9.11.2021 21:07;9.11.2021 21:29;00:22:04;200;37.9791003,32.5172089;37.97908020019531,32.517120361328125;0.008075654
1207;9.11.2021 21:05;9.11.2021 21:27;00:22:39;200;37.9790647,32.517198;37.97909927368164,32.5171012878418;0.009307653
1046;9.11.2021 20:57;9.11.2021 21:30;00:32:54;200;37.87235392261098,32.49414003457175;37.87229336336057,32.49416434209095;0.007063808
1292;9.11.2021 20:51;9.11.2021 21:30;00:39:22;200;37.87223562943087,32.4942731947374;37.87229919433594,32.49420928955078;0.00902342
1285;9.11.2021 20:21;9.11.2021 20:37;00:15:54;200;37.9473922,32.5220825;37.94826889038086,32.49375915527344;2.485447634
1277;9.11.2021 20:21;9.11.2021 21:13;00:51:26;200;37.8644361,32.4536094;37.86442184448242,32.45357131958008;0.003699658
1036;9.11.2021 20:16;9.11.2021 20:38;00:22:23;200;37.9474167,32.5220923;37.9482307434082,32.493778228759766;2.484371786
1207;9.11.2021 20:12;9.11.2021 20:39;00:26:59;200;37.9794895,32.5179542;37.979061126708984,32.5170783996582;0.090339715
1052;9.11.2021 20:12;9.11.2021 21:12;01:00:00;200;37.8644342,32.4535171;37.8643684387207,32.45365905761719;0.014448658
1304;9.11.2021 20:12;9.11.2021 20:40;00:27:19;200;37.979097,32.517123;37.97898864746094,32.51713180541992;0.012072946
1305;9.11.2021 20:11;9.11.2021 20:13;00:01:48;50;37.9474151,32.5220698;37.9473991394043,32.52206039428711;0.001957012
1100;9.11.2021 20:10;9.11.2021 20:20;00:09:22;50;37.8644038,32.4535896;37.8643684387207,32.45357131958008;0.004246854
1265;9.11.2021 20:10;9.11.2021 20:11;00:01:12;50;37.9796359,32.5180142;37.979000091552734,32.517391204833984;0.089330264
1151;9.11.2021 20:07;9.11.2021 20:33;00:25:49;200;37.9289812,32.5095846;37.9474983215332,32.52206039428711;2.331639295
1152;9.11.2021 20:05;9.11.2021 20:42;00:36:38;200;37.8617428,32.4452952;37.864410400390625,32.453651428222656;0.791263189
1266;9.11.2021 20:04;9.11.2021 20:41;00:37:01;200;37.861743,32.4452354;37.86442947387695,32.453590393066406;0.791951792
1272;9.11.2021 20:02;9.11.2021 20:06;00:04:10;50;37.9290005,32.5095538;37.928890228271484,32.50954818725586;0.012271535
1215;9.11.2021 19:58;9.11.2021 20:35;00:36:11;200;37.9289501,32.5095806;37.947410583496094,32.52210998535156;2.32829436
1281;9.11.2021 19:55;9.11.2021 20:37;00:42:15;200;37.947380505537566,32.522146152362716;37.94831848144531,32.493709564208984;2.495644651
1052;9.11.2021 19:48;9.11.2021 19:54;00:05:14;50;37.8644202,32.4535879;37.8643913269043,32.453548431396484;0.004723554
1076;9.11.2021 19:08;9.11.2021 19:39;00:31:24;200;37.865785,32.4889229;37.87331008911133,32.48189926147461;1.039353323
1263;9.11.2021 18:53;9.11.2021 19:24;00:31:08;200;37.8644478,32.453605;37.86674880981445,32.42464065551758;2.555422423
1224;9.11.2021 18:50;9.11.2021 18:51;00:01:02;50;37.8643935,32.4535851;37.86444091796875,32.45354080200195;0.006551529
1242;9.11.2021 18:43;9.11.2021 19:20;00:37:45;200;37.949745,32.5133451;37.94977951049805,32.51329040527344;0.00614208
1039;9.11.2021 18:40;9.11.2021 18:44;00:04:00;50;38.0091095,32.5275206;38.00897979736328,32.527530670166016;0.014449236
1277;9.11.2021 18:28;9.11.2021 18:49;00:20:58;200;37.8559695,32.4706031;37.86442947387695,32.453651428222656;1.760570344
1198;9.11.2021 18:28;9.11.2021 19:22;00:54:03;200;37.856114704094,32.47052269598911;37.86661148071289,32.42457962036133;4.19875091
1311;9.11.2021 18:26;9.11.2021 19:31;01:04:11;200;37.8722065,32.4942113;37.92430877685547,32.507450103759766;5.908817605
1226;9.11.2021 18:26;9.11.2021 19:31;01:05:01;200;37.8723416,32.4941528;37.924468994140625,32.50767135620117;5.91642797
1110;9.11.2021 18:14;9.11.2021 18:58;00:44:35;200;37.8667349,32.4245542;37.86709976196289,32.48447036743164;5.259691746
1182;9.11.2021 18:09;9.11.2021 19:10;01:00:22;200;37.8654488,32.5358902;37.872249603271484,32.494110107421875;3.744579336
1098;9.11.2021 18:09;9.11.2021 19:08;00:59:40;200;37.86551117809914,32.53629878680627;37.872188568115234,32.494171142578125;3.771738148
1263;9.11.2021 17:44;9.11.2021 18:09;00:25:18;200;37.86674328617553,32.424587169692316;37.864410400390625,32.45368957519531;2.567837621
1263;9.11.2021 17:36;9.11.2021 17:37;00:00:52;0;37.866732,32.4245696;37.866790771484375,32.4245491027832;0.006778261
1263;9.11.2021 17:33;9.11.2021 17:35;00:02:39;50;37.8667288,32.4245698;37.866790771484375,32.4245491027832;0.007126402
1139;9.11.2021 17:25;9.11.2021 18:06;00:41:56;200;37.880111,32.4528898;37.888580322265625,32.49372100830078;3.705063438
1287;9.11.2021 17:24;9.11.2021 18:05;00:41:15;200;37.904302983050236,32.49538665559403;37.86671829223633,32.424530029296875;7.492238511
1110;9.11.2021 17:23;9.11.2021 18:06;00:42:11;200;37.9043779,32.4954081;37.86674118041992,32.42457962036133;7.493414599
1139;9.11.2021 17:20;9.11.2021 17:21;00:00:39;0;37.8801021,32.4529186;37.88010025024414,32.45286178588867;0.00499058
1139;9.11.2021 17:19;9.11.2021 17:20;00:00:39;0;37.8801028,32.4529124;37.88010025024414,32.45286178588867;0.00445123
1263;9.11.2021 17:18;9.11.2021 17:28;00:09:47;50;37.8536542,32.4233082;37.86669921875,32.42464065551758;1.455248891
1199;9.11.2021 17:17;9.11.2021 18:08;00:51:25;200;37.88025,32.4533083;37.88827896118164,32.49346923828125;3.63587404
1119;9.11.2021 17:15;9.11.2021 17:19;00:03:24;50;37.8801279,32.4528993;37.88019943237305,32.45294952392578;0.00909377
1224;9.11.2021 17:15;9.11.2021 18:13;00:58:14;200;37.864415,32.4535918;37.864471435546875,32.453590393066406;0.006276562
1198;9.11.2021 16:51;9.11.2021 17:13;00:22:01;200;37.8536881,32.4233235;37.855960845947266,32.470489501953125;4.148689442
1135;9.11.2021 16:50;9.11.2021 16:51;00:00:58;0;37.853689,32.4233089;37.853668212890625,32.42329025268555;0.002832497
1096;9.11.2021 16:27;9.11.2021 17:23;00:56:25;200;37.9790459,32.517149;37.979148864746094,32.51707077026367;0.013345299
1207;9.11.2021 16:24;9.11.2021 17:22;00:57:48;200;999,999;37.979148864746094,32.51708984375;14574.48888
1192;9.11.2021 16:14;9.11.2021 17:03;00:48:51;200;37.85982782590977,32.546800992502156;37.88840103149414,32.49382019042969;5.632025295
1096;9.11.2021 15:35;9.11.2021 16:23;00:48:33;200;37.9000595,32.4900169;37.97901153564453,32.51707077026367;9.093992409
1304;9.11.2021 15:35;9.11.2021 16:26;00:51:20;200;37.8997395,32.4900227;37.97903060913086,32.51716995239258;9.13252789
1043;9.11.2021 15:24;9.11.2021 15:27;00:02:23;50;37.8536921,32.4233414;37.85369873046875,32.4233512878418;0.001138954
1289;9.11.2021 15:12;9.11.2021 15:24;00:12:00;200;37.872261,32.4992191;37.87202835083008,32.4989013671875;0.038039828
1263;9.11.2021 15:04;9.11.2021 15:43;00:39:31;200;37.864395817344395,32.453521827622346;37.853580474853516,32.42327117919922;2.915339259
1198;9.11.2021 15:03;9.11.2021 15:43;00:40:24;200;37.8644276,32.4536344;37.853660583496094,32.42329025268555;2.920609908
1224;9.11.2021 14:52;9.11.2021 15:19;00:26:24;200;37.8653527,32.4532574;37.864479064941406,32.453590393066406;0.101446502
1049;9.11.2021 14:49;9.11.2021 15:02;00:13:29;200;37.8720542,32.4989583;37.8721809387207,32.4988899230957;0.015317506
1184;9.11.2021 14:46;9.11.2021 14:48;00:02:07;50;37.8722102,32.499214;37.8720588684082,32.498870849609375;0.034501906
1076;9.11.2021 14:15;9.11.2021 14:23;00:07:47;50;37.8671062,32.4841752;37.86587905883789,32.48891830444336;0.438148832
1111;9.11.2021 14:11;9.11.2021 14:14;00:03:14;50;37.8671084,32.4841859;37.86725997924805,32.48435974121094;0.022736608
1136;9.11.2021 12:57;9.11.2021 13:24;00:27:13;200;37.8632963,32.4702488;37.863319396972656,32.47023010253906;0.003047966
1101;9.11.2021 12:55;9.11.2021 13:25;00:29:44;200;37.8632991,32.4701797;37.863128662109375,32.47032165527344;0.022681829
1213;9.11.2021 12:53;9.11.2021 12:56;00:03:20;50;37.8633258,32.4702173;37.86344909667969,32.470340728759766;0.017474743
1284;9.11.2021 12:53;9.11.2021 12:53;00:00:46;0;37.8633172,32.4702133;37.86343002319336,32.47037887573242;0.019200473
1114;9.11.2021 12:36;9.11.2021 12:37;00:01:08;50;37.86183971656523,32.445303875110135;37.861751556396484,32.44525146484375;0.010828992
1112;9.11.2021 11:58;9.11.2021 12:02;00:04:23;50;37.873079907850965,32.48172333847642;37.877628326416016,32.48320007324219;0.522105711
1191;9.11.2021 11:34;9.11.2021 12:33;00:59:16;200;37.9474194,32.5221091;37.94749069213867,32.522090911865234;0.008086159
1275;9.11.2021 11:03;9.11.2021 11:23;00:20:35;200;37.8559548,32.4705978;37.87403869628906,32.48965072631836;2.615502925
1198;9.11.2021 10:07;9.11.2021 10:46;00:39:14;200;37.9171817,32.5065946;37.8643798828125,32.453651428222656;7.487105607
1207;9.11.2021 08:03;9.11.2021 08:17;00:13:54;200;38.0139064,32.5211188;37.97908020019531,32.51715087890625;3.888074603
1254;9.11.2021 07:55;9.11.2021 08:00;00:04:58;50;37.8775536,32.5127103;37.87065124511719,32.515010833740234;0.793624831
1322;9.11.2021 07:22;9.11.2021 07:26;00:04:08;50;37.87762136790934,32.4830220388411;37.87322998046875,32.481529235839844;0.505573502
1202;9.11.2021 06:19;9.11.2021 06:23;00:03:49;50;37.87310080705558,32.48163902440658;37.87757110595703,32.48303985595703;0.512055263
1207;9.11.2021 02:00;9.11.2021 02:01;00:01:00;50;38.0138385,32.521181;38.01377868652344,32.521060943603516;0.012444161
1296;9.11.2021 00:25;9.11.2021 01:59;01:34:16;350;38.0137803,32.5209221;38.01382827758789,32.52117919921875;0.023146692
1207;9.11.2021 00:25;9.11.2021 01:59;01:34:31;350;38.013935,32.5212025;38.01377868652344,32.521060943603516;0.021351785
1111;8.11.2021 22:42;9.11.2021 03:17;04:35:05;800;37.8753889,32.4102007;37.86743927001953,32.483978271484375;6.535967248
1282;8.11.2021 22:39;9.11.2021 00:01;01:22:11;350;37.8667355,32.4245922;37.8631591796875,32.47016906738281;4.020630428
1244;8.11.2021 22:16;8.11.2021 22:20;00:04:17;50;37.8706731,32.5150911;37.87738037109375,32.51264953613281;0.775993133
1257;8.11.2021 22:13;8.11.2021 22:36;00:23:29;200;37.8918654,32.5025649;37.89165115356445,32.50251007080078;0.024304118
1229;8.11.2021 22:13;8.11.2021 22:36;00:22:50;200;37.8918981,32.502568;37.89179992675781,32.50278091430664;0.021638969
1228;8.11.2021 22:05;8.11.2021 22:08;00:02:38;50;37.9790982623184,32.51717646139594;37.97914123535156,32.51708984375;0.008970451
1075;8.11.2021 22:02;8.11.2021 22:03;00:01:30;50;37.8918572,32.5025983;37.89191818237305,32.50252914428711;0.009099901
1144;8.11.2021 21:26;9.11.2021 00:14;02:47:59;500;37.8654737,32.5359327;37.865638732910156,32.536041259765625;0.020677725
1305;8.11.2021 21:21;8.11.2021 21:29;00:07:59;50;37.9474083,32.52205;37.94736862182617,32.52220916748047;0.014637463
1285;8.11.2021 21:07;8.11.2021 21:30;00:23:09;200;37.9474284,32.5221111;37.947391510009766,32.52212905883789;0.004393861
1230;8.11.2021 20:57;8.11.2021 21:11;00:13:34;200;37.8740225,32.4896949;37.88859939575195,32.49372863769531;1.659087395
1302;8.11.2021 20:57;8.11.2021 21:11;00:13:40;200;37.8739942,32.4896214;37.888038635253906,32.49399948120117;1.608245754
1200;8.11.2021 20:24;8.11.2021 20:36;00:11:47;200;37.8667167,32.4246471;37.8667106628418,32.4245491027832;0.008628527
1282;8.11.2021 20:03;8.11.2021 20:17;00:14:21;200;37.8536341,32.4233181;37.8668098449707,32.42454147338867;1.469007251
1202;8.11.2021 19:46;8.11.2021 19:50;00:04:22;50;37.87767794194638,32.48296796789613;37.87335968017578,32.48181915283203;0.490641799
1043;8.11.2021 19:44;8.11.2021 19:47;00:03:16;50;37.8536105,32.4232646;37.85369110107422,32.42340087890625;0.014949405
1265;8.11.2021 19:34;8.11.2021 19:37;00:02:48;50;37.9791104,32.5171517;37.979148864746094,32.51716995239258;0.004566481
1282;8.11.2021 19:15;8.11.2021 19:49;00:33:58;200;37.8667703,32.424617;37.853668212890625,32.4233283996582;1.461271059
1199;8.11.2021 19:10;8.11.2021 19:31;00:20:43;200;37.8776185,32.4831746;37.88019943237305,32.45294189453125;2.668917042
1052;8.11.2021 18:22;8.11.2021 18:46;00:23:22;200;37.8643846,32.4535353;37.864349365234375,32.4534912109375;0.00550724
1263;8.11.2021 18:22;8.11.2021 18:44;00:22:10;200;37.8643987,32.4535791;37.86442947387695,32.45357131958008;0.003489396
1100;8.11.2021 18:22;8.11.2021 18:47;00:24:49;200;37.8644277,32.4535972;37.86439895629883,32.453548431396484;0.005342609
1224;8.11.2021 18:22;8.11.2021 18:46;00:23:55;200;37.8644267,32.4535983;37.86442184448242,32.4536018371582;0.00062283
1251;8.11.2021 18:19;8.11.2021 18:48;00:29:02;200;37.8704129,32.4862104;37.87051010131836,32.48625183105469;0.011403721
1039;8.11.2021 18:06;8.11.2021 18:55;00:49:06;200;38.009113,32.5275567;38.0090217590332,32.527488708496094;0.011765038
1278;8.11.2021 18:03;8.11.2021 19:12;01:09:17;200;37.8883732,32.4935958;37.86668014526367,32.42470932006836;6.509511444
1178;8.11.2021 18:02;8.11.2021 18:55;00:53:38;200;38.0090523,32.5275125;38.00904846191406,32.52756118774414;0.004286926
1171;8.11.2021 18:01;8.11.2021 18:04;00:03:27;50;38.0091057,32.5275277;38.00910186767578,32.527488708496094;0.003442596
1282;8.11.2021 17:54;8.11.2021 18:47;00:52:23;200;37.8672213,32.4840959;37.86674118041992,32.42448043823242;5.233406629
1111;8.11.2021 17:43;8.11.2021 18:02;00:18:41;200;37.8617611,32.4452935;37.86729049682617,32.48411178588867;3.462664371
1278;8.11.2021 17:36;8.11.2021 17:49;00:13:21;200;37.8740249,32.4895469;37.88837814331055,32.49367141723633;1.636543668
1076;8.11.2021 17:35;8.11.2021 18:01;00:26:01;200;37.8576981,32.4309596;37.86738967895508,32.48418045043945;4.794761399
1295;8.11.2021 17:18;8.11.2021 17:21;00:03:13;50;37.9474232,32.522127;37.947330474853516,32.52198028564453;0.016486641
1266;8.11.2021 17:17;8.11.2021 17:42;00:24:41;200;37.8535995,32.4233462;37.861778259277344,32.44520950317383;2.123983812
1281;8.11.2021 17:15;8.11.2021 18:19;01:04:13;200;37.9474137,32.5221223;37.94731903076172,32.52191925048828;0.020683652
1276;8.11.2021 17:15;8.11.2021 17:17;00:02:16;50;37.947395,32.5221283;37.94744110107422,32.52204132080078;0.009189472
1036;8.11.2021 17:15;8.11.2021 18:19;01:04:24;200;37.9474048,32.5220993;37.94736862182617,32.52207946777344;0.004382611
1143;8.11.2021 17:14;8.11.2021 18:01;00:46:48;200;37.85369668625095,32.42334044541458;37.867191314697266,32.48405838012695;5.537562151
1200;8.11.2021 17:06;8.11.2021 17:07;00:00:42;0;37.8666842,32.4245787;37.86676025390625,32.42457962036133;0.008457194
1305;8.11.2021 16:59;8.11.2021 17:31;00:32:25;200;38.0197531,32.5153489;37.947330474853516,32.52193832397461;8.073709766
1200;8.11.2021 16:55;8.11.2021 16:57;00:01:46;50;37.86670824982027,32.424535285711684;37.86674880981445,32.42451858520508;0.004742346
1043;8.11.2021 16:47;8.11.2021 17:15;00:27:54;200;37.8667517,32.4245277;37.853660583496094,32.42327117919922;1.459839345
1200;8.11.2021 16:45;8.11.2021 16:46;00:01:29;50;37.86669278520892,32.42443017664591;37.86663818359375,32.42451095581055;0.009335079
1043;8.11.2021 16:36;8.11.2021 16:38;00:02:31;50;37.866753,32.4245933;37.86674880981445,32.42457962036133;0.001288047
1200;8.11.2021 16:34;8.11.2021 16:38;00:03:25;50;37.8667679,32.424668;37.86669921875,32.424530029296875;0.014318094
1285;8.11.2021 16:10;8.11.2021 17:31;01:21:01;350;37.9474027,32.52209;37.947410583496094,32.522090911865234;0.000880244
1191;8.11.2021 16:07;8.11.2021 17:33;01:25:38;350;37.9480797,32.5215934;37.94749069213867,32.52204895019531;0.076714769
1100;8.11.2021 16:03;8.11.2021 16:53;00:50:42;200;37.8643618,32.4532744;37.8643798828125,32.45355987548828;0.025140889
1161;8.11.2021 16:00;8.11.2021 16:33;00:32:56;200;37.8618111,32.4452245;37.87485122680664,32.4935188293457;4.480391118
1263;8.11.2021 15:48;8.11.2021 17:23;01:35:14;350;37.86172533411333,32.44533103893739;37.864471435546875,32.453758239746094;0.800331995
1111;8.11.2021 15:45;8.11.2021 16:00;00:14:10;200;37.8537102,32.423351;37.861751556396484,32.445308685302734;2.124999884
1122;8.11.2021 15:44;8.11.2021 16:32;00:48:21;200;37.853654,32.4232612;37.87485122680664,32.493499755859375;6.601027136
1259;8.11.2021 15:35;8.11.2021 15:53;00:18:43;200;37.870348,32.4862781;37.87046813964844,32.486270904541016;0.013373842
1052;8.11.2021 15:29;8.11.2021 17:23;01:54:32;350;37.86442513613138,32.453624935353915;37.8643798828125,32.4536018371582;0.005425112
1152;8.11.2021 15:28;8.11.2021 15:47;00:18:52;200;37.864433191751935,32.45361009615702;37.86170959472656,32.44533157348633;0.787317445
1200;8.11.2021 15:19;8.11.2021 15:21;00:02:03;50;37.8667543,32.4245957;37.86677169799805,32.42451858520508;0.007040284
1057;8.11.2021 14:50;8.11.2021 17:41;02:50:33;500;37.8585229,32.5429994;37.858360290527344,32.54296875;0.018280472
1255;8.11.2021 14:46;8.11.2021 15:01;00:14:33;200;37.8836456,32.486431;37.875511169433594,32.500980377197266;1.56484157
1292;8.11.2021 14:46;8.11.2021 15:36;00:50:01;200;37.8835383,32.4864466;37.872398376464844,32.4942512512207;1.415490207
1286;8.11.2021 14:46;8.11.2021 15:01;00:15:21;200;37.8833963,32.4865912;37.87565994262695,32.500980377197266;1.528040019
1030;8.11.2021 14:45;8.11.2021 15:38;00:52:06;200;37.8835118,32.4863769;37.87229919433594,32.4941291809082;1.420360765
1286;8.11.2021 14:09;8.11.2021 14:38;00:29:01;200;37.8644338,32.4536578;37.88359069824219,32.486610412597656;3.592109074
1030;8.11.2021 13:51;8.11.2021 14:39;00:47:23;200;37.8644324,32.453629;37.86452102661133,32.45381164550781;0.018819907
1292;8.11.2021 13:50;8.11.2021 13:55;00:05:10;50;37.888391013813965,32.493512935445516;37.883609771728516,32.4863395690918;0.823987195
1178;8.11.2021 13:48;8.11.2021 14:55;01:07:39;200;38.0090557,32.5274749;38.009071350097656,32.527549743652344;0.006784188
1042;8.11.2021 13:46;8.11.2021 14:42;00:56:39;200;37.8644143,32.4535755;37.88365173339844,32.486351013183594;3.584940083
1100;8.11.2021 13:45;8.11.2021 13:51;00:05:48;50;37.8644183,32.4535963;37.86439895629883,32.4536018371582;0.002205161
1255;8.11.2021 13:43;8.11.2021 14:38;00:55:12;200;37.8643766,32.4536213;37.883541107177734,32.48637008666992;3.578224973
1259;8.11.2021 13:38;8.11.2021 14:35;00:56:22;200;37.8801967,32.4528787;37.870609283447266,32.48617172241211;3.110567388
1139;8.11.2021 13:33;8.11.2021 13:36;00:03:47;50;37.8800958,32.4528246;37.88016128540039,32.452850341796875;0.007624077
1034;8.11.2021 13:33;8.11.2021 14:35;01:02:19;200;37.8831058,32.4575161;37.87070083618164,32.486141204833984;2.866163582
1256;8.11.2021 13:32;8.11.2021 13:38;00:06:29;50;37.8773534,32.5126174;37.870609283447266,32.515071868896484;0.780243682
1043;8.11.2021 13:32;8.11.2021 13:43;00:11:23;200;37.8667293,32.4246064;37.86668014526367,32.42461013793945;0.005475597
1254;8.11.2021 13:30;8.11.2021 13:31;00:00:34;0;37.8773579,32.5124119;37.877410888671875,32.51272964477539;0.028503802
1022;8.11.2021 13:30;8.11.2021 16:25;02:54:40;500;37.89225,32.4761767;37.89229965209961,32.476219177246094;0.006661524
1222;8.11.2021 13:28;8.11.2021 16:25;02:57:37;500;37.8923505,32.4761862;37.892311096191406,32.476341247558594;0.014293724
1200;8.11.2021 13:25;8.11.2021 13:38;00:13:16;200;37.8667386,32.4246059;37.86674118041992,32.42464828491211;0.003731671
1057;8.11.2021 12:39;8.11.2021 12:41;00:01:25;50;37.8584187,32.5429975;37.85831069946289,32.54307174682617;0.013664058
1322;8.11.2021 12:23;8.11.2021 12:27;00:04:02;50;37.873165039966764,32.48155865622036;37.8778190612793,32.48310852050781;0.535084197
1043;8.11.2021 12:12;8.11.2021 12:14;00:01:54;50;37.8667102,32.4245819;37.86671829223633,32.424591064453125;0.001206998
1296;8.11.2021 11:52;8.11.2021 11:58;00:06:32;50;38.0198023,32.5153209;38.01388168334961,32.521080017089844;0.829427096
1207;8.11.2021 11:52;8.11.2021 11:59;00:07:01;50;38.0197535,32.5153538;38.01382064819336,32.52109909057617;0.829772356
1084;8.11.2021 11:41;8.11.2021 12:14;00:32:08;200;37.94561558187956,32.50205390485257;37.94606018066406,32.50165939331055;0.060338671
1305;8.11.2021 11:39;8.11.2021 11:51;00:12:01;200;38.0094495,32.5225976;38.019771575927734,32.515411376953125;1.309081276
1120;8.11.2021 11:31;8.11.2021 11:46;00:15:11;200;37.8629422,32.4807959;37.874149322509766,32.48970031738281;1.471017503
1317;8.11.2021 10:15;8.11.2021 10:31;00:15:59;200;37.9482499,32.4937633;37.93864059448242,32.51163864135742;1.897035652
1036;8.11.2021 10:07;8.11.2021 10:16;00:09:28;50;37.947384526590795,32.52210878436195;37.94744110107422,32.5219612121582;0.014388071
1267;8.11.2021 10:04;8.11.2021 10:15;00:11:14;200;37.88845669404955,32.49350478852453;37.8926887512207,32.47808074951172;1.432983721
1032;8.11.2021 09:51;8.11.2021 11:55;02:04:30;350;37.8740636,32.4896636;37.87234878540039,32.494171142578125;0.439196589
1244;8.11.2021 08:17;8.11.2021 08:21;00:04:15;50;37.8774267,32.5126636;37.870689392089844,32.51496887207031;0.77599884
1202;8.11.2021 08:04;8.11.2021 08:15;00:11:36;200;37.88599776013747,32.456930943947505;37.87752151489258,32.48310089111328;2.482643098
1199;8.11.2021 08:02;8.11.2021 08:34;00:32:02;200;37.8801201,32.4529345;37.877620697021484,32.48326873779297;2.676821726
1139;8.11.2021 07:59;8.11.2021 08:01;00:01:48;50;37.8801342,32.4528957;37.880130767822266,32.4528694152832;0.002338255
1282;8.11.2021 07:14;8.11.2021 07:24;00:09:31;50;37.8673943,32.4841129;37.86711883544922,32.484230041503906;0.032310203
1241;7.11.2021 23:43;7.11.2021 23:58;00:15:35;200;37.94607528649437,32.50156755391231;37.946109771728516,32.50154113769531;0.004479907
1201;7.11.2021 23:43;7.11.2021 23:58;00:15:08;200;37.9461145,32.5016471;37.94599914550781,32.50170135498047;0.013680686
1049;7.11.2021 23:16;7.11.2021 23:30;00:13:48;200;37.870439370198056,32.48621419075177;37.87229919433594,32.498779296875;1.122138972
1095;7.11.2021 22:51;7.11.2021 23:58;01:06:41;200;38.0095382,32.5225995;37.92461013793945,32.507720947265625;9.533213899
1148;7.11.2021 22:51;7.11.2021 23:50;00:59:09;200;38.0096856,32.5233248;37.92906188964844,32.509559631347656;9.04578791
1144;7.11.2021 21:31;7.11.2021 22:02;00:30:52;200;37.865326815133635,32.536048036227264;37.86547088623047,32.535980224609375;0.017090191
1301;7.11.2021 21:28;7.11.2021 22:02;00:33:23;200;37.86533216410627,32.53587647343652;37.86526870727539,32.535709381103516;0.016276885
1124;7.11.2021 21:13;7.11.2021 21:40;00:26:49;200;37.9790796,32.5171604;37.949790954589844,32.51335144042969;3.27382205
1265;7.11.2021 21:07;7.11.2021 21:12;00:04:46;50;37.979074404780945,32.51720605930579;37.97909927368164,32.517208099365234;0.00277107
1220;7.11.2021 21:07;7.11.2021 21:11;00:03:27;50;37.9791171,32.5171791;37.979148864746094,32.517189025878906;0.003637643
1242;7.11.2021 20:43;7.11.2021 21:03;00:19:35;200;37.97911699870829,32.51716101434351;37.949771881103516,32.513328552246094;3.280279168
1092;7.11.2021 20:31;7.11.2021 20:38;00:06:38;50;37.8673547,32.483755;37.87229919433594,32.49420928955078;1.069756377
1034;7.11.2021 20:18;7.11.2021 20:29;00:10:53;50;37.8665877,32.424555;37.880130767822266,32.45283126831055;2.903052623
1305;7.11.2021 20:12;7.11.2021 20:39;00:26:21;200;38.00909352492356,32.52754116433908;38.00925064086914,32.52268981933594;0.42539415
