BikeId;Rental Start Date;Rental End Date;Duration;Fare (in Cents);Starting Location;Ending Location;Rough Distance (KM)
1083;18.11.2021 22:22;18.11.2021 22:22;00:00:38;0;37.892636169048586,32.47805891527137;37.89263916015625,32.47816848754883;0.009620819
1108;18.11.2021 21:42;18.11.2021 21:50;00:08:12;50;37.94976436070907,32.51331020149636;37.947418212890625,32.52219009399414;0.821168025
1171;18.11.2021 21:39;18.11.2021 21:41;00:01:52;50;37.949777143111405,32.51329058784294;37.949771881103516,32.51327896118164;0.001175435
1065;18.11.2021 21:09;18.11.2021 21:22;00:13:42;200;37.86670690108258,32.424560644209755;37.86671829223633,32.424598693847656;0.003572172
1050;18.11.2021 21:03;18.11.2021 21:21;00:17:50;200;37.86670647624626,32.424554077457444;37.86674118041992,32.42464828491211;0.009125747
1279;18.11.2021 17:23;18.11.2021 17:30;00:06:49;50;38.0224773,32.5125264;38.013858795166016,32.52109146118164;1.217114277
1032;18.11.2021 17:23;18.11.2021 17:39;00:15:43;200;37.8741578,32.4894998;37.89543914794922,32.50611877441406;2.779734648
1265;18.11.2021 16:52;18.11.2021 16:59;00:06:09;50;37.9497569,32.5132967;37.947349548339844,32.52206039428711;0.813727275
1283;18.11.2021 16:50;18.11.2021 16:58;00:08:26;50;37.938807,32.5116433;37.9473991394043,32.52199935913086;1.318140543
1291;18.11.2021 16:47;18.11.2021 16:58;00:11:03;200;37.9388366,32.5116221;37.94731140136719,32.52204895019531;1.313029985
1281;18.11.2021 16:34;18.11.2021 16:50;00:15:10;200;37.8644556,32.4536637;37.865928649902344,32.488868713378906;3.094761374
1137;18.11.2021 16:32;18.11.2021 16:54;00:21:47;200;37.8667471,32.4245796;37.86444854736328,32.45372009277344;2.570780876
1115;18.11.2021 16:29;18.11.2021 17:14;00:45:17;200;37.9790729,32.5170913;37.949790954589844,32.51327896118164;3.273111167
1115;18.11.2021 16:26;18.11.2021 16:29;00:02:37;50;37.9790696,32.5171753;37.97549819946289,32.51662826538086;0.400005686
1065;18.11.2021 16:13;18.11.2021 16:54;00:41:26;200;37.8616883,32.4453167;37.866729736328125,32.42457962036133;1.904759763
1171;18.11.2021 16:07;18.11.2021 17:16;01:08:53;200;38.01384077999047,32.5211312852004;37.949798583984375,32.513328552246094;7.15392879
1142;18.11.2021 15:56;18.11.2021 16:21;00:24:35;200;37.8997639,32.4901338;37.87398147583008,32.48963928222656;2.867203216
1118;18.11.2021 15:50;18.11.2021 17:14;01:24:14;350;38.0138137,32.5212569;37.94982147216797,32.513248443603516;7.150145503
1105;18.11.2021 15:50;18.11.2021 16:24;00:34:32;200;38.0136689,32.5211611;37.97914123535156,32.517189025878906;3.85504603
1308;18.11.2021 15:47;18.11.2021 16:10;00:23:31;200;37.8643684,32.453593;37.86928939819336,32.48640823364258;2.932087373
1205;18.11.2021 15:44;18.11.2021 16:56;01:11:24;350;37.9512494,32.50716;37.94609069824219,32.501609802246094;0.752252276
1228;18.11.2021 15:38;18.11.2021 16:55;01:17:09;350;37.9460443,32.5015572;37.94612121582031,32.50149154663086;0.010309723
1118;18.11.2021 15:38;18.11.2021 15:39;00:01:19;50;38.013788,32.5211735;38.01369857788086,32.521148681640625;0.010178226
1241;18.11.2021 15:31;18.11.2021 16:03;00:32:24;200;37.9473965,32.5220998;37.94744873046875,32.522071838378906;0.006304093
1308;18.11.2021 15:29;18.11.2021 15:41;00:12:04;200;37.86671889691469,32.424608717172156;37.86433029174805,32.45362091064453;2.560596196
1050;18.11.2021 15:25;18.11.2021 15:29;00:03:21;50;37.86669106123502,32.42462365288123;37.86674880981445,32.42461013793945;0.006530022
1150;18.11.2021 15:09;18.11.2021 15:30;00:21:02;200;37.853686955074984,32.423356550760545;37.8643798828125,32.45357131958008;2.906874486
1125;18.11.2021 15:05;18.11.2021 15:29;00:24:29;200;37.8537181,32.4235087;37.864471435546875,32.45362854003906;2.902030781
1123;18.11.2021 14:30;18.11.2021 15:15;00:45:25;200;37.8776165,32.4826993;37.87770080566406,32.48320007324219;0.044940842
1305;18.11.2021 13:54;18.11.2021 14:01;00:06:38;50;38.0225373,32.512568;38.01374816894531,32.52103042602539;1.22665434
1084;18.11.2021 13:54;18.11.2021 13:58;00:04:11;50;38.0225,32.5125907;38.022579193115234,32.51261901855469;0.009148591
1263;18.11.2021 13:24;18.11.2021 13:46;00:22:18;200;37.8667135,32.4245775;37.855918884277344,32.470481872558594;4.204823561
1263;18.11.2021 11:46;18.11.2021 12:24;00:37:22;200;37.8575917,32.4310048;37.86671829223633,32.424591064453125;1.160560295
1304;18.11.2021 11:15;18.11.2021 11:24;00:09:16;50;37.9791413,32.5171674;37.979061126708984,32.517120361328125;0.009822044
1058;18.11.2021 10:16;18.11.2021 10:22;00:05:50;50;37.949755894986865,32.513317242295024;37.94731903076172,32.52201843261719;0.809646227
1050;18.11.2021 10:13;18.11.2021 10:29;00:15:30;200;37.8536462,32.4233242;37.86687088012695,32.424530029296875;1.474322691
1058;18.11.2021 09:09;18.11.2021 09:13;00:03:30;50;37.9473337,32.5221745;37.94977951049805,32.51327896118164;0.826051312
1137;18.11.2021 00:50;18.11.2021 01:20;00:29:23;200;37.8644221,32.4536344;37.86674880981445,32.424530029296875;2.567939673
1052;18.11.2021 00:49;18.11.2021 00:50;00:00:37;0;37.8644129,32.4536222;37.86450958251953,32.45363998413086;0.010863369
1249;18.11.2021 00:36;18.11.2021 00:37;00:00:41;0;37.8644117,32.453595;37.86442184448242,32.453590393066406;0.00119832
1249;18.11.2021 00:34;18.11.2021 00:36;00:01:45;50;37.8644015,32.4535814;37.86442184448242,32.453590393066406;0.002395996
1264;18.11.2021 00:26;18.11.2021 00:57;00:31:03;200;37.97906431385497,32.51711750441744;38.00959014892578,32.52254867553711;3.42752172
1069;18.11.2021 00:22;18.11.2021 00:58;00:36:06;200;37.97932657134301,32.516499630815595;38.00957107543945,32.52262878417969;3.405653737
1225;17.11.2021 23:57;18.11.2021 00:37;00:39:27;200;37.8629572,32.4807454;37.86928939819336,32.48667907714844;0.875829506
1277;17.11.2021 23:15;17.11.2021 23:23;00:07:22;50;37.8632618,32.4702433;37.873111724853516,32.481658935546875;1.484497466
1057;17.11.2021 21:57;17.11.2021 23:28;01:31:09;350;37.862863,32.5431973;37.86314010620117,32.54302978515625;0.034142064
1204;17.11.2021 21:17;17.11.2021 21:35;00:17:20;200;37.877655937765965,32.48298889669332;37.85593032836914,32.4705696105957;2.650374926
1318;17.11.2021 21:17;17.11.2021 22:11;00:53:45;200;37.9474453,32.522065;37.87405014038086,32.489559173583984;8.645053956
1057;17.11.2021 19:38;17.11.2021 19:45;00:06:32;50;37.8626512,32.5430697;37.86281967163086,32.54302978515625;0.019058078
1219;17.11.2021 19:23;17.11.2021 20:23;00:59:28;200;37.9473729,32.5221257;37.979068756103516,32.51721954345703;3.550565695
1241;17.11.2021 18:34;17.11.2021 21:01;02:26:29;500;37.9474156,32.5217558;37.94736099243164,32.522090911865234;0.03000531
1318;17.11.2021 18:34;17.11.2021 21:00;02:26:09;500;37.9474117,32.5221353;37.94736862182617,32.52214813232422;0.004920458
1308;17.11.2021 18:24;17.11.2021 19:08;00:43:49;200;37.8667084,32.4245215;37.86671829223633,32.42469024658203;0.014853665
1314;17.11.2021 18:10;17.11.2021 20:29;02:18:37;500;37.8705666,32.4863074;37.870479583740234,32.48617935180664;0.014830772
1216;17.11.2021 18:08;17.11.2021 18:31;00:23:35;200;37.9482825,32.4938167;37.94776153564453,32.52219009399414;2.488591567
1032;17.11.2021 17:45;17.11.2021 18:12;00:26:52;200;37.8740108,32.4896188;37.8738899230957,32.489688873291016;0.014781309
1231;17.11.2021 17:45;17.11.2021 18:13;00:28:01;200;37.87404931836394,32.48960501833215;37.87384033203125,32.48963165283203;0.023355517
1214;17.11.2021 17:45;17.11.2021 18:12;00:27:53;200;37.874037004361846,32.48953753581109;37.87411117553711,32.489540100097656;0.008250529
1054;17.11.2021 17:25;17.11.2021 17:46;00:21:48;200;37.9497345,32.5133172;37.947410583496094,32.522098541259766;0.812189264
1123;17.11.2021 17:10;17.11.2021 18:18;01:08:06;200;37.8776599,32.4831427;37.87744903564453,32.482940673828125;0.029396839
1058;17.11.2021 17:08;17.11.2021 17:13;00:04:58;50;37.94976,32.5133197;37.947349548339844,32.522178649902344;0.821731771
1054;17.11.2021 17:05;17.11.2021 17:13;00:08:12;50;37.9473926,32.5220921;37.949710845947266,32.51335144042969;0.808607255
1277;17.11.2021 17:05;17.11.2021 20:58;03:52:47;650;37.8706583,32.4835788;37.86323928833008,32.47024154663086;1.432216052
1204;17.11.2021 17:05;17.11.2021 17:26;00:20:51;200;37.8775608,32.4829421;37.87744903564453,32.482940673828125;0.01242826
1058;17.11.2021 17:05;17.11.2021 17:07;00:01:48;50;37.9496838,32.5132315;37.949058532714844,32.514060974121094;0.10061679
1168;17.11.2021 17:03;17.11.2021 17:18;00:14:11;200;37.8707593,32.48343;37.86433029174805,32.45354080200195;2.719344956
1066;17.11.2021 16:58;17.11.2021 17:18;00:19:10;200;37.870709,32.4836035;37.864479064941406,32.45357131958008;2.725745247
1122;17.11.2021 16:43;17.11.2021 17:10;00:27:12;200;37.9497586,32.5132723;37.979190826416016,32.51708984375;3.289781122
1111;17.11.2021 16:29;17.11.2021 16:40;00:10:53;50;37.852674,32.4884146;37.86748123168945,32.48387908935547;1.693949961
1122;17.11.2021 16:03;17.11.2021 16:40;00:36:37;200;37.9497538,32.5133522;37.94974899291992,32.513328552246094;0.00214129
1317;17.11.2021 16:01;17.11.2021 16:25;00:23:30;200;37.8722785,32.4940727;37.872249603271484,32.49415969848633;0.008284786
1318;17.11.2021 16:00;17.11.2021 17:20;01:19:51;350;37.9474503,32.5221214;37.947418212890625,32.522098541259766;0.004092386
1219;17.11.2021 15:46;17.11.2021 17:22;01:35:47;350;37.9473976,32.5220934;37.947330474853516,32.52214050292969;0.008530528
1241;17.11.2021 15:42;17.11.2021 17:20;01:38:03;350;37.9482542,32.5197714;37.94733810424805,32.52214050292969;0.231366367
1038;17.11.2021 15:38;17.11.2021 17:20;01:41:47;350;37.947402,32.522134;37.94744110107422,32.522090911865234;0.005760085
1066;17.11.2021 15:14;17.11.2021 15:29;00:15:11;200;37.8644264,32.4535204;37.8707389831543,32.483489990234375;2.722786859
1189;17.11.2021 14:53;17.11.2021 15:25;00:31:37;200;37.8864283,32.4793017;37.86442947387695,32.4536018371582;3.327451362
1112;17.11.2021 14:30;17.11.2021 14:34;00:03:41;50;37.8536348,32.4233681;37.85369110107422,32.42333984375;0.00673402
1058;17.11.2021 14:02;17.11.2021 14:56;00:54:02;200;37.872065465957576,32.49886209216895;37.949771881103516,32.513370513916016;8.733802709
1216;17.11.2021 13:51;17.11.2021 14:08;00:16:54;200;37.9497989,32.5133117;37.94829177856445,32.493690490722656;1.728601795
1122;17.11.2021 13:50;17.11.2021 14:57;01:07:00;200;37.8721517,32.4988853;37.9497184753418,32.51335144042969;8.717900744
1025;17.11.2021 13:35;17.11.2021 14:17;00:41:45;200;38.0095582,32.5225442;37.94744110107422,32.52204895019531;6.907242656
1318;17.11.2021 13:34;17.11.2021 14:16;00:41:59;200;38.0095162,32.5228415;37.9473991394043,32.52212142944336;6.907390336
1266;17.11.2021 13:28;17.11.2021 13:29;00:01:08;50;38.0226596,32.5125021;38.02259826660156,32.5124397277832;0.008738545
1114;17.11.2021 13:04;17.11.2021 13:09;00:05:16;50;38.0225067,32.5126017;38.02254867553711,32.512508392333984;0.009412182
1134;17.11.2021 13:03;17.11.2021 13:05;00:01:08;50;38.022537,32.5125558;38.0224609375,32.512428283691406;0.014010731
1219;17.11.2021 12:46;17.11.2021 13:12;00:26:12;200;37.9497399,32.5133197;37.94736862182617,32.522098541259766;0.813672935
1241;17.11.2021 12:45;17.11.2021 13:10;00:25:04;200;37.9497167,32.5133348;37.9473991394043,32.52212905883789;0.813039013
1114;17.11.2021 12:29;17.11.2021 12:33;00:04:12;50;38.02248956912409,32.51253058854263;38.022640228271484,32.512489318847656;0.017138144
1219;17.11.2021 12:05;17.11.2021 12:09;00:04:28;50;37.9473772,32.5221801;37.94818115234375,32.521949768066406;0.091648501
1265;17.11.2021 11:52;17.11.2021 12:05;00:13:08;200;37.9790694,32.5171792;37.97909927368164,32.517189025878906;0.003431627
1238;17.11.2021 11:43;17.11.2021 16:10;04:27:19;800;37.8671755,32.4842839;37.867210388183594,32.484310150146484;0.004512131
1134;17.11.2021 11:25;17.11.2021 11:26;00:00:46;0;38.0225568,32.5125404;38.022621154785156,32.512550354003906;0.007208851
1228;16.11.2021 22:04;16.11.2021 22:20;00:16:11;200;37.9474284,32.5221106;37.94607925415039,32.501609802246094;1.803889596
1032;16.11.2021 19:30;16.11.2021 20:40;01:09:54;200;37.8740426,32.4895521;37.87400817871094,32.48965835571289;0.010081228
1134;16.11.2021 19:14;16.11.2021 19:17;00:02:52;50;38.0225432,32.5125242;38.022518157958984,32.512550354003906;0.003605871
1257;16.11.2021 18:56;16.11.2021 19:39;00:42:57;200;38.00948138849814,32.52257750850882;37.978919982910156,32.5171012878418;3.431988582
1093;16.11.2021 18:10;16.11.2021 18:30;00:20:31;200;37.8704168,32.4862581;37.870460510253906,32.48630905151367;0.00660495
1036;16.11.2021 17:55;16.11.2021 18:34;00:39:27;200;37.87039863414864,32.48620446774409;37.87049102783203,32.48622131347656;0.010379575
1228;16.11.2021 17:20;16.11.2021 17:26;00:05:48;50;37.9498191,32.513311;37.947410583496094,32.52207946777344;0.814164539
1036;16.11.2021 16:45;16.11.2021 17:00;00:15:41;200;37.870685,32.5150433;37.87041091918945,32.48619079589844;2.532776725
1036;16.11.2021 16:42;16.11.2021 16:44;00:01:37;50;37.8706433,32.5150717;37.87068176269531,32.51295852661133;0.185537553
1177;16.11.2021 16:23;16.11.2021 16:30;00:07:11;50;38.0225753,32.5124855;38.01369094848633,32.5212287902832;1.250029122
1099;16.11.2021 16:22;16.11.2021 17:05;00:42:39;200;37.8628382,32.5432537;37.85594177246094,32.470558166503906;6.427886294
1207;16.11.2021 16:02;16.11.2021 16:30;00:28:12;200;37.947932,32.4617323;37.94792938232422,32.46168899536133;0.003808306
1037;16.11.2021 15:59;16.11.2021 16:37;00:37:50;200;37.94778268009467,32.46166020518711;37.94792175292969,32.4616584777832;0.015464935
1207;16.11.2021 15:59;16.11.2021 16:02;00:02:51;50;37.9479,32.4617206;37.94797897338867,32.46179962158203;0.01118592
1133;16.11.2021 15:59;16.11.2021 16:30;00:31:02;200;37.9479427,32.4617382;37.948020935058594,32.461830139160156;0.011860404
1066;16.11.2021 15:53;16.11.2021 16:32;00:39:23;200;37.864396,32.4535601;37.86445999145508,32.45362091064453;0.008895361
1287;16.11.2021 15:48;16.11.2021 15:51;00:02:36;50;37.8997722,32.4900114;37.8997802734375,32.49007034301758;0.005249138
1080;16.11.2021 15:46;16.11.2021 17:06;01:19:57;350;37.94828355147878,32.49372464100022;37.97908020019531,32.517208099365234;3.995621865
1271;16.11.2021 15:45;16.11.2021 15:46;00:00:48;0;37.94827701913463,32.493702825434085;37.94813919067383,32.49367141723633;0.015571305
1289;16.11.2021 15:43;16.11.2021 16:12;00:28:38;200;37.8720523,32.498899;37.89228057861328,32.47618865966797;3.005305857
1287;16.11.2021 15:42;16.11.2021 15:45;00:02:26;50;37.8998388,32.4900066;37.899959564208984,32.489990234375;0.013504926
1085;16.11.2021 15:40;16.11.2021 15:42;00:02:31;50;37.94825497050339,32.49380689275267;37.94820022583008,32.493778228759766;0.006585797
1168;16.11.2021 15:25;16.11.2021 15:37;00:12:23;200;37.8661399,32.4546854;37.870479583740234,32.48329162597656;2.556997759
1052;16.11.2021 15:22;16.11.2021 15:24;00:02:03;50;37.8652228,32.4535359;37.864410400390625,32.45372009277344;0.091770385
1069;16.11.2021 15:17;16.11.2021 17:06;01:49:24;350;37.94794159013587,32.461804663792684;37.97909164428711,32.517120361328125;5.959310078
1115;16.11.2021 14:53;16.11.2021 17:09;02:15:57;500;37.9479346,32.4617749;37.97909164428711,32.51713180541992;5.962701889
1080;16.11.2021 14:52;16.11.2021 15:39;00:46:10;200;37.94809653249831,32.46164985328511;37.94818878173828,32.49378967285156;2.818189814
1080;16.11.2021 14:38;16.11.2021 14:41;00:02:40;50;37.9479249,32.4617524;37.947940826416016,32.461761474609375;0.001941486
1214;16.11.2021 14:36;16.11.2021 14:42;00:06:11;50;37.8750284,32.4851967;37.87411880493164,32.489479064941406;0.389243867
1119;16.11.2021 14:12;16.11.2021 17:49;03:36:54;650;37.9043122,32.4954571;37.88452911376953,32.457698822021484;3.97701005
1141;16.11.2021 14:01;16.11.2021 14:39;00:37:37;200;37.8667283,32.4245867;37.880088806152344,32.452850341796875;2.891622059
1258;16.11.2021 13:56;16.11.2021 14:57;01:01:35;200;37.904627,32.4947693;37.904380798339844,32.49555969238281;0.07455468
1214;16.11.2021 13:52;16.11.2021 14:12;00:19:17;200;37.8918507,32.5025994;37.87506103515625,32.484840393066406;2.431980969
1129;16.11.2021 13:47;16.11.2021 17:49;04:01:45;650;37.9042945,32.4954422;37.88438034057617,32.457550048828125;3.994865356
1050;16.11.2021 13:33;16.11.2021 17:44;04:10:40;650;37.8667335,32.4246021;37.853660583496094,32.4233512878418;1.457783556
1112;16.11.2021 13:32;16.11.2021 17:39;04:06:45;650;37.8667508,32.4245831;37.85374069213867,32.423370361328125;1.450570334
1234;16.11.2021 13:05;16.11.2021 13:18;00:13:35;200;38.022565553254694,32.51249995497198;38.00954818725586,32.522579193115234;1.695524873
1213;16.11.2021 13:04;16.11.2021 13:18;00:14:47;200;38.02256190221572,32.51251433979022;38.00959014892578,32.52259063720703;1.691062458
1303;16.11.2021 12:41;16.11.2021 13:16;00:35:16;200;38.0095288454021,32.52249605566865;37.97911071777344,32.51710891723633;3.415126124
1228;16.11.2021 12:03;16.11.2021 12:16;00:13:00;200;37.9472618,32.5220898;37.94974136352539,32.51327896118164;0.820296577
1238;16.11.2021 10:56;16.11.2021 12:23;01:26:17;350;37.8671722,32.4842256;37.86714172363281,32.48429870605469;0.007257161
1199;16.11.2021 09:42;16.11.2021 15:13;05:30:52;950;37.88838865563387,32.49350670610225;37.8886604309082,32.493228912353516;0.038827029
1248;16.11.2021 04:50;16.11.2021 06:04;01:13:56;350;37.87406564274557,32.48963051424795;37.87226867675781,32.49892044067383;0.839539958
1232;16.11.2021 04:45;16.11.2021 04:49;00:04:16;50;37.87400044130184,32.48961237176098;37.87416076660156,32.48960876464844;0.017830171
1317;16.11.2021 04:43;16.11.2021 06:11;01:28:16;350;37.8739442,32.4897011;37.87247848510742,32.49391174316406;0.403925483
1249;15.11.2021 22:49;15.11.2021 23:04;00:15:07;200;37.8798887,32.452903;37.864280700683594,32.45357131958008;1.736521463
1216;15.11.2021 22:11;15.11.2021 22:24;00:12:46;200;37.949776,32.5133083;37.94977951049805,32.51327896118164;0.002601956
1054;15.11.2021 21:53;15.11.2021 22:28;00:35:28;200;37.9790733,32.5171616;37.947330474853516,32.522090911865234;3.555996139
1038;15.11.2021 21:52;15.11.2021 22:28;00:36:33;200;37.9790725,32.5171731;37.94738006591797,32.52206039428711;3.549988029
1308;15.11.2021 21:43;15.11.2021 22:35;00:52:03;200;37.8671285,32.4842043;37.866668701171875,32.424461364746094;5.244579228
1141;15.11.2021 21:40;15.11.2021 22:37;00:56:26;200;37.86710215735982,32.48424503023968;37.86669158935547,32.424598693847656;5.236049562
1268;15.11.2021 21:31;15.11.2021 22:05;00:34:12;200;37.9790634,32.5172017;37.97911071777344,32.517120361328125;0.008860484
1050;15.11.2021 21:26;15.11.2021 22:52;01:26:12;350;37.8692143,32.4865923;999,999;14561.97909
1206;15.11.2021 21:26;15.11.2021 21:42;00:15:34;200;37.8692346,32.4865196;37.86717987060547,32.48418045043945;0.30718352
1112;15.11.2021 21:25;15.11.2021 22:36;01:10:12;200;37.8691496,32.4865727;37.86661148071289,32.42461013793945;5.446417099
1163;15.11.2021 21:25;15.11.2021 22:36;01:10:50;200;37.8692534,32.4866036;37.86671829223633,32.42461013793945;5.449100772
1254;15.11.2021 20:25;15.11.2021 21:07;00:42:18;200;37.8625934,32.5427857;37.85845947265625,32.54301834106445;0.460125233
1296;15.11.2021 19:41;15.11.2021 19:57;00:15:20;200;38.0138638141694,32.52144098219889;38.01377868652344,32.5211296081543;0.028873994
1228;15.11.2021 19:25;15.11.2021 19:29;00:03:53;50;37.9497685,32.5133184;37.94733810424805,32.522090911865234;0.815303208
1030;15.11.2021 19:06;15.11.2021 19:20;00:14:20;200;37.8723374,32.4942882;37.87232971191406,32.49428939819336;0.000861321
1216;15.11.2021 17:52;15.11.2021 19:21;01:29:06;350;38.0225702,32.5124806;37.94974136352539,32.513328552246094;8.098538097
1228;15.11.2021 17:52;15.11.2021 19:21;01:29:03;350;38.0225997,32.5125353;37.949790954589844,32.51327896118164;8.096225431
1201;15.11.2021 17:49;15.11.2021 18:49;00:59:37;200;37.9460129,32.5016649;37.94602966308594,32.501529693603516;0.012001509
1205;15.11.2021 17:48;15.11.2021 18:46;00:57:15;200;37.9460381,32.5015534;37.94588851928711,32.50157928466797;0.016786772
1032;15.11.2021 17:46;15.11.2021 18:09;00:22:46;200;37.8742168,32.4895201;37.874000549316406,32.489559173583984;0.024289325
1318;15.11.2021 17:42;15.11.2021 17:59;00:17:06;200;38.022516,32.5128992;38.00954818725586,32.522560119628906;1.671978333
1025;15.11.2021 17:36;15.11.2021 17:58;00:22:08;200;38.02253105681205,32.51255482438254;38.009559631347656,32.522518157958984;1.685886945
1303;15.11.2021 17:36;15.11.2021 17:58;00:22:07;200;38.022548608569025,32.51251493726843;38.00946044921875,32.52248001098633;1.697084107
1241;15.11.2021 16:56;15.11.2021 17:20;00:23:54;200;37.9791344,32.5171208;37.94961929321289,32.513301849365234;3.298961881
1032;15.11.2021 16:49;15.11.2021 16:51;00:02:23;50;37.8740613,32.4896276;37.87403869628906,32.489471435546875;0.013935568
1292;15.11.2021 16:36;15.11.2021 16:38;00:01:41;50;37.8720093,32.4990109;37.8720703125,32.49882125854492;0.017975299
1106;15.11.2021 16:28;15.11.2021 16:31;00:02:56;50;38.009085,32.527464;38.009071350097656,32.52735900878906;0.009322866
1121;15.11.2021 16:10;15.11.2021 16:16;00:06:19;50;37.8706951,32.4834728;37.87664031982422,32.474029541015625;1.060210801
1121;15.11.2021 15:58;15.11.2021 16:06;00:07:58;50;37.8765682,32.473983;37.87080001831055,32.48350143432617;1.053275122
1297;15.11.2021 15:38;15.11.2021 16:06;00:27:33;200;37.9878274,32.5934056;37.98794174194336,32.59342956542969;0.012886548
1256;15.11.2021 15:38;15.11.2021 17:38;01:59:47;350;37.86547155898079,32.53591449665107;37.865478515625,32.535980224609375;0.005821439
1071;15.11.2021 15:37;15.11.2021 17:37;02:00:23;350;37.8654914,32.5358437;37.86555862426758,32.53583908081055;0.007485987
1068;15.11.2021 15:36;15.11.2021 15:37;00:00:58;0;37.9877237,32.5933719;37.98794937133789,32.593448638916016;0.025979076
1144;15.11.2021 15:36;15.11.2021 17:15;01:38:26;350;37.8654208,32.5357101;37.86526870727539,32.5360107421875;0.031345176
1273;15.11.2021 15:23;15.11.2021 17:22;01:59:19;350;37.8631213,32.4806432;999,999;14561.2147
1260;15.11.2021 15:21;15.11.2021 17:22;02:01:16;350;37.8630512,32.4806097;999,999;14561.20649
1039;15.11.2021 15:13;15.11.2021 17:38;02:25:21;500;38.0094523,32.5225844;38.009151458740234,32.52742004394531;0.424977533
1096;15.11.2021 15:12;15.11.2021 17:39;02:26:50;500;38.0095878,32.5225045;38.00925827026367,32.528079986572266;0.489849336
1248;15.11.2021 15:05;15.11.2021 15:53;00:48:39;200;37.8739146,32.4896728;37.874080657958984,32.48957061767578;0.020527772
1317;15.11.2021 15:05;15.11.2021 15:55;00:50:11;200;37.8740663,32.4896513;37.874061584472656,32.48966979980469;0.001706344
1232;15.11.2021 15:02;15.11.2021 15:04;00:02:09;50;37.8740228,32.489636;37.874061584472656,32.48957061767578;0.007178632
1322;15.11.2021 14:30;15.11.2021 14:41;00:11:39;200;37.87320699080627,32.48171914371893;37.87485885620117,32.493621826171875;1.060759061
1219;15.11.2021 14:30;15.11.2021 14:57;00:27:29;200;38.0094613,32.5225771;37.947391510009766,32.52210998535156;6.901967178
1052;15.11.2021 14:25;15.11.2021 17:33;03:08:11;500;37.8644102,32.4536622;37.86444854736328,32.453468322753906;0.017545449
1303;15.11.2021 13:25;15.11.2021 13:28;00:02:35;50;38.0225601,32.5125775;38.02244186401367,32.51253128051758;0.013756505
1211;15.11.2021 12:38;15.11.2021 14:16;01:38:31;350;37.9169336,32.5065681;37.91704177856445,32.50659942626953;0.012338805
1118;15.11.2021 11:23;15.11.2021 11:29;00:06:22;50;38.0224938,32.5125491;38.02252960205078,32.512569427490234;0.004361074
1105;15.11.2021 11:23;15.11.2021 11:30;00:06:47;50;38.0225159,32.5125689;38.01388168334961,32.52116012573242;1.219902879
1241;15.11.2021 11:12;15.11.2021 11:18;00:05:51;50;37.9790727,32.5171536;37.979129791259766,32.51716995239258;0.006508041
1265;15.11.2021 10:59;15.11.2021 11:09;00:09:48;50;37.9791132,32.5171667;37.97919845581055,32.51715850830078;0.009507164
1264;15.11.2021 10:48;15.11.2021 10:59;00:11:00;200;37.9790341,32.5171959;37.97909164428711,32.51731872558594;0.012523426
1137;15.11.2021 10:42;15.11.2021 10:46;00:03:53;50;37.9790432,32.5171595;37.97911071777344,32.517181396484375;0.007749052
1231;14.11.2021 22:09;14.11.2021 22:43;00:34:10;200;37.8644067,32.4536383;37.87382125854492,32.48950958251953;3.318204937
1112;14.11.2021 21:54;14.11.2021 22:28;00:34:00;200;37.8644238,32.4537022;37.86915969848633,32.48664855957031;2.939641083
1052;14.11.2021 21:53;14.11.2021 22:09;00:15:39;200;37.8644175,32.4535689;37.86423873901367,32.453529357910156;0.020178127
1022;14.11.2021 21:03;14.11.2021 21:23;00:20:17;200;37.85597643222172,32.47059948126417;37.855979919433594,32.47053909301758;0.005315923
1281;14.11.2021 19:11;14.11.2021 20:17;01:06:06;200;37.9497641,32.5132394;37.9473991394043,32.52206039428711;0.816943849
1092;14.11.2021 18:59;14.11.2021 20:16;01:17:03;350;37.9473895,32.5220116;37.94731903076172,32.52220153808594;0.018406087
1242;14.11.2021 18:14;14.11.2021 18:16;00:01:50;50;37.9497277,32.5133075;37.94976043701172,32.51333999633789;0.004622758
1038;14.11.2021 18:05;14.11.2021 18:41;00:36:28;200;37.9478495,32.5221407;37.97904968261719,32.51715087890625;3.496771389
1054;14.11.2021 18:05;14.11.2021 18:44;00:39:10;200;37.9473127,32.5221195;37.97909927368164,32.51715087890625;3.561244604
1256;14.11.2021 17:36;14.11.2021 18:22;00:45:44;200;37.8654833,32.5358946;37.86574935913086,32.535980224609375;0.030524325
1144;14.11.2021 17:31;14.11.2021 18:22;00:50:45;200;37.8654791,32.5360589;37.86513137817383,32.53596115112305;0.039605603
1071;14.11.2021 17:30;14.11.2021 18:23;00:52:16;200;37.8655146,32.5361114;37.8654899597168,32.536109924316406;0.002742935
1285;14.11.2021 17:14;14.11.2021 18:22;01:07:15;200;37.9790761,32.5171501;38.009498596191406,32.52251052856445;3.415284547
1096;14.11.2021 17:14;14.11.2021 18:22;01:07:20;200;37.9789708,32.5171551;38.009620666503906,32.5225715637207;3.441002331
1302;14.11.2021 17:14;14.11.2021 18:00;00:46:32;200;37.8918853,32.5025767;37.89189147949219,32.502559661865234;0.001645464
1214;14.11.2021 17:12;14.11.2021 18:00;00:48:10;200;37.891852448523636,32.50268417081852;37.89189910888672,32.502540588378906;0.013626075
